Name,QUAI 2 expedition:   u17 Ther Air,QUAI 2 expedition:   U77 Ther Air B,SAS 3 huile:   u17 Ther Air,SAS 2 frais:   u17 Ther Air,SAS 1 stockage:   u17 Ther Air,CF NEG Evap 1 et 2:   u09 S5 Temperature,CF NEG Evap 1 et 2:   U82 EEV OD % B,CF NEG Evap 1 et 2:   u23 EEV OD %,CF NEG Evap 1 et 2:   u75 S5 Temperature B,CF NEG Evap 1 et 2:   u17 Ther Air,QUAI 1 reception:   u17 Ther Air,CF POSITIVE:   u17 Ther Air,DGS combles negative:   Gas Level ppm,DGS combles negative:   Gas Level %,DGS 2 combles milieu:   Gas Level ppm,DGS 3 combles quai 2:   Gas Level ppm,GAS COOLER:   Q06 Fan running,GAS COOLER:   P15 % fan for digita,GAS COOLER:   SD4 Mode expert,GAS COOLER:   A07 S4_Exch_AirOutle,GAS COOLER:   S02 % ventilation ma,GAS COOLER:   CF8 Sonde Sc4 T air,GAS COOLER:   Se2 Vitesse Min,GAS COOLER:   A03 Sc3_Outside_Temp,GAS COOLER:   ON  On/Off,GAS COOLER:   A05 External_Referen,GAS COOLER:   S07 Temp exterieure,GAS COOLER:   S06 Temp exterieure,AKPC ROUBY:   Pc,AKPC ROUBY:   Sgc,AKPC ROUBY:   Prec,AKPC ROUBY:   Condenser speed 1,AKPC ROUBY:   Cond. ctrl.,AKPC ROUBY:   Control sensor,AKPC ROUBY:   Trec,AKPC ROUBY:   Superheat MT,AKPC ROUBY:   Suction temp. To-LT,AKPC ROUBY:   Pc,AKPC ROUBY:   Po-MT,AKPC ROUBY:   Tc,AKPC ROUBY:   Po-BT,AKPC ROUBY:   Tc-LT,AKPC ROUBY:   Ss-BT,AKPC ROUBY:   Cond. control status,AKPC ROUBY:   Pgc,AKPC ROUBY:   Cond. temp.,AKPC ROUBY:   V3tw,AKPC ROUBY:   Tw pump speed,AKPC ROUBY:   Sd-MT,AKPC ROUBY:   Liq inj suc line IT,AKPC ROUBY:   Tw pump running,AKPC ROUBY:   Shp,AKPC ROUBY:   Stw8,AKPC ROUBY:   Suction temp. To-MT,AKPC ROUBY:   Heat reclaim state
Units,degc,degc,degc,degc,degc,degc,%,%,degc,degc,degc,degc,,%,,,,%,,,%,,%,,,,degc,degc,Bar,degc,Bar,%,degc,,degc,degc,degc,Bar,Bar,degc,Bar,degc,degc,,Bar,degc,,%,degc,,,degc,degc,degc,
Digital,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
Sample Rate,1 min,1 min,1 min,1 min,1 min,1 min,1 min,1 min,1 min,1 min,1 min,1 min,1 min,1 min,1 min,1 min,1 min,1 min,1 min,1 min,1 min,1 min,1 min,1 min,1 min,1 min,1 min,1 min,1 min,1 min,1 min,1 min,1 min,1 min,1 min,1 min,1 min,1 min,1 min,1 min,1 min,1 min,1 min,1 min,1 min,1 min,1 min,1 min,1 min,1 min,1 min,1 min,1 min,1 min,1 min
 06:04:00  19/12/2023,9.39,9.50,10.39,0.89,8.50,-20.28,47,44,-20.22,-20.11,9.50,1.78,603,3.00,479,535,1,3.00,0,3276.70,95.00,0,7.00,7.70,0,6.40,15.00,35.00,61.63,22.17,38.22,4.70,22.56,0,5.39,11.06,-27.33,62.32,29.37,24.67,14.27,-2.89,-14.39,11,62.12,22.44,0,0.00,70.44,0,0,25.17,35.06,-4.94,0
 06:05:00  19/12/2023,9.39,9.50,10.39,0.89,8.50,-20.28,47,44,-20.22,-20.11,9.50,1.78,603,3.00,479,535,1,3.00,0,3276.70,95.00,0,7.00,7.70,0,6.40,15.00,35.00,61.63,22.17,38.22,4.70,22.56,0,5.39,11.06,-27.33,62.32,29.37,24.67,14.27,-2.89,-14.39,11,62.12,22.44,0,0.00,70.44,0,0,25.17,35.06,-4.94,0
 06:06:00  19/12/2023,9.39,9.50,10.39,0.89,8.50,-20.50,52,48,-20.39,-20.11,9.50,1.78,603,3.00,479,535,1,3.00,0,3276.70,95.00,0,7.00,7.70,0,6.40,15.00,35.00,61.63,22.17,38.22,4.70,22.56,0,5.39,11.06,-27.33,62.32,29.37,24.67,14.27,-2.89,-14.39,11,62.12,22.44,0,0.00,70.44,0,1,25.17,24.44,-4.94,0
 06:07:00  19/12/2023,9.39,9.50,10.39,0.89,8.50,-20.50,52,48,-20.39,-20.11,9.50,1.78,603,3.00,479,535,1,3.00,0,3276.70,95.00,0,7.00,7.70,0,6.40,15.00,35.00,61.63,22.17,38.22,4.70,22.56,0,5.39,11.06,-27.33,62.32,29.37,24.67,14.27,-2.89,-14.39,11,62.12,22.44,0,0.00,70.44,0,1,25.17,24.44,-4.94,0
 06:08:00  19/12/2023,9.39,9.50,10.39,0.89,8.50,-20.50,52,50,-20.28,-20.11,9.50,1.78,603,3.00,479,535,1,3.00,0,3276.70,95.00,0,7.00,7.70,0,6.40,15.00,35.00,61.63,22.17,38.22,4.70,22.56,0,5.39,11.06,-27.33,62.32,29.37,24.67,14.27,-2.89,-14.39,11,62.12,22.44,0,0.00,70.44,0,1,25.17,26.72,-4.94,0
 06:09:00  19/12/2023,9.39,9.50,10.39,0.89,8.50,-20.50,52,50,-20.28,-20.11,9.50,1.78,603,3.00,479,535,1,3.00,0,3276.70,95.00,0,7.00,7.70,0,6.40,15.00,35.00,61.63,22.17,38.22,4.70,22.56,0,5.39,11.06,-27.33,62.32,29.37,24.67,14.27,-2.89,-14.39,11,62.12,22.44,0,0.00,70.44,0,1,25.17,26.72,-4.94,0
 06:10:00  19/12/2023,9.39,9.50,10.39,0.89,8.50,-20.72,51,49,-20.61,-20.11,9.50,1.78,603,3.00,479,535,1,3.00,0,3276.70,95.00,0,7.00,7.70,0,6.40,15.00,35.00,61.63,22.17,38.22,4.70,22.56,0,5.39,11.06,-27.33,62.32,29.37,24.67,14.27,-2.89,-14.39,11,62.12,22.44,0,0.00,70.44,0,1,25.17,29.56,-4.94,0
 06:11:00  19/12/2023,9.39,9.50,10.39,0.89,8.50,-20.72,51,49,-20.61,-20.11,9.50,1.78,603,3.00,479,535,1,3.00,0,3276.70,95.00,0,7.00,7.70,0,6.40,15.00,35.00,61.63,22.17,38.22,4.70,22.56,0,5.39,11.06,-27.33,62.32,29.37,24.67,14.27,-2.89,-14.39,11,62.12,22.44,0,0.00,70.44,0,1,25.17,29.56,-4.94,0
 06:12:00  19/12/2023,9.61,9.72,10.50,1.50,8.39,-20.72,50,47,-20.28,-20.22,9.39,2.00,583,2.90,471,528,1,3.00,0,3276.70,95.00,0,7.00,7.50,0,0.30,15.00,35.00,65.80,22.67,38.69,0.00,21.83,0,5.56,10.67,-29.33,64.29,28.01,26.28,13.48,-3.06,-14.72,5,60.84,22.56,1,100.00,69.78,0,1,23.61,31.22,-5.72,0
 06:13:00  19/12/2023,9.61,9.72,10.50,1.50,8.39,-20.72,50,47,-20.28,-20.22,9.39,2.00,583,2.90,471,528,1,3.00,0,3276.70,95.00,0,7.00,7.50,0,0.30,15.00,35.00,65.80,22.67,38.69,0.00,21.83,0,5.56,10.67,-29.33,64.29,28.01,26.28,13.48,-3.06,-14.72,5,60.84,22.56,1,100.00,69.78,0,1,23.61,31.22,-5.72,0
 06:14:00  19/12/2023,9.61,9.72,10.50,1.50,8.39,-20.72,49,47,-20.72,-20.22,9.39,2.00,583,2.90,471,528,1,3.00,0,3276.70,95.00,0,7.00,7.50,0,0.30,15.00,35.00,65.80,22.67,38.69,0.00,21.83,0,5.56,10.67,-29.33,64.29,28.01,26.28,13.48,-3.06,-14.72,5,60.84,22.56,1,100.00,69.78,0,1,23.61,32.94,-5.72,0
 06:15:00  19/12/2023,9.61,9.72,10.50,1.50,8.39,-20.72,49,47,-20.72,-20.22,9.39,2.00,583,2.90,471,528,1,3.00,0,3276.70,95.00,0,7.00,7.50,0,0.30,15.00,35.00,65.80,22.67,38.69,0.00,21.83,0,5.56,10.67,-29.33,64.29,28.01,26.28,13.48,-3.06,-14.72,5,60.84,22.56,1,100.00,69.78,0,1,23.61,32.94,-5.72,0
 06:16:00  19/12/2023,9.61,9.72,10.50,1.50,8.39,-20.89,42,39,-20.89,-20.22,9.39,2.00,583,2.90,471,528,1,3.00,0,3276.70,95.00,0,7.00,7.50,0,0.30,15.00,35.00,65.80,22.67,38.69,0.00,21.83,0,5.56,10.67,-29.33,64.29,28.01,26.28,13.48,-3.06,-14.72,5,60.84,22.56,1,100.00,69.78,0,1,23.61,34.28,-5.72,0
 06:17:00  19/12/2023,9.61,9.72,10.50,1.50,8.39,-20.89,42,39,-20.89,-20.22,9.39,2.00,583,2.90,471,528,1,3.00,0,3276.70,95.00,0,7.00,7.50,0,0.30,15.00,35.00,65.80,22.67,38.69,0.00,21.83,0,5.56,10.67,-29.33,64.29,28.01,26.28,13.48,-3.06,-14.72,5,60.84,22.56,1,100.00,69.78,0,1,23.61,34.28,-5.72,0
 06:18:00  19/12/2023,9.61,9.72,10.50,1.50,8.39,-20.72,34,33,-20.50,-20.22,9.39,2.00,583,2.90,471,528,1,3.00,0,3276.70,95.00,0,7.00,7.50,0,0.30,15.00,35.00,65.80,22.67,38.69,0.00,21.83,0,5.56,10.67,-29.33,64.29,28.01,26.28,13.48,-3.06,-14.72,5,60.84,22.56,1,100.00,69.78,0,1,23.61,35.33,-5.72,0
 06:19:00  19/12/2023,9.61,9.72,10.50,1.50,8.39,-20.72,34,33,-20.50,-20.22,9.39,2.00,583,2.90,471,528,1,3.00,0,3276.70,95.00,0,7.00,7.50,0,0.30,15.00,35.00,65.80,22.67,38.69,0.00,21.83,0,5.56,10.67,-29.33,64.29,28.01,26.28,13.48,-3.06,-14.72,5,60.84,22.56,1,100.00,69.78,0,1,23.61,35.33,-5.72,0
 06:20:00  19/12/2023,9.61,9.72,10.50,1.50,8.39,-20.61,35,33,-20.50,-20.22,9.39,2.00,583,2.90,471,528,1,3.00,0,3276.70,95.00,0,7.00,7.50,0,0.30,15.00,35.00,65.80,22.67,38.69,0.00,21.83,0,5.56,10.67,-29.33,64.29,28.01,26.28,13.48,-3.06,-14.72,5,60.84,22.56,1,100.00,69.78,0,1,23.61,36.44,-5.72,0
 06:21:00  19/12/2023,9.61,9.72,10.50,1.50,8.39,-20.61,35,33,-20.50,-20.22,9.39,2.00,583,2.90,471,528,1,3.00,0,3276.70,95.00,0,7.00,7.50,0,0.30,15.00,35.00,65.80,22.67,38.69,0.00,21.83,0,5.56,10.67,-29.33,64.29,28.01,26.28,13.48,-3.06,-14.72,5,60.84,22.56,1,100.00,69.78,0,1,23.61,36.44,-5.72,0
 06:22:00  19/12/2023,9.72,9.78,10.61,1.78,8.39,-20.50,35,33,-20.28,-20.61,9.28,0.78,580,2.90,450,527,1,3.00,0,3276.70,95.00,0,7.00,7.00,0,0.30,15.00,35.00,61.90,21.83,38.20,0.00,22.11,0,5.11,7.39,-28.61,64.67,30.06,26.39,13.63,-3.56,-16.50,5,61.61,21.67,1,100.00,72.44,0,1,24.06,37.67,-7.22,0
 06:23:00  19/12/2023,9.72,9.78,10.61,1.78,8.39,-20.50,35,33,-20.28,-20.61,9.28,0.78,580,2.90,450,527,1,3.00,0,3276.70,95.00,0,7.00,7.00,0,0.30,15.00,35.00,61.90,21.83,38.20,0.00,22.11,0,5.11,7.39,-28.61,64.67,30.06,26.39,13.63,-3.56,-16.50,5,61.61,21.67,1,100.00,72.44,0,1,24.06,37.67,-7.22,0
 06:24:00  19/12/2023,9.72,9.78,10.61,1.78,8.39,-20.39,27,25,-20.28,-20.61,9.28,0.78,580,2.90,450,527,1,3.00,0,3276.70,95.00,0,7.00,7.00,0,0.30,15.00,35.00,61.90,21.83,38.20,0.00,22.11,0,5.11,7.39,-28.61,64.67,30.06,26.39,13.63,-3.56,-16.50,5,61.61,21.67,1,100.00,72.44,0,1,24.06,39.00,-7.22,0
 06:25:00  19/12/2023,9.72,9.78,10.61,1.78,8.39,-20.39,27,25,-20.28,-20.61,9.28,0.78,580,2.90,450,527,1,3.00,0,3276.70,95.00,0,7.00,7.00,0,0.30,15.00,35.00,61.90,21.83,38.20,0.00,22.11,0,5.11,7.39,-28.61,64.67,30.06,26.39,13.63,-3.56,-16.50,5,61.61,21.67,1,100.00,72.44,0,1,24.06,39.00,-7.22,0
 06:26:00  19/12/2023,9.72,9.78,10.61,1.78,8.39,-20.22,29,27,-20.11,-20.61,9.28,0.78,580,2.90,450,527,1,3.00,0,3276.70,95.00,0,7.00,7.00,0,0.30,15.00,35.00,61.90,21.83,38.20,0.00,22.11,0,5.11,7.39,-28.61,64.67,30.06,26.39,13.63,-3.56,-16.50,5,61.61,21.67,1,100.00,72.44,0,1,24.06,40.39,-7.22,0
 06:27:00  19/12/2023,9.72,9.78,10.61,1.78,8.39,-20.22,29,27,-20.11,-20.61,9.28,0.78,580,2.90,450,527,1,3.00,0,3276.70,95.00,0,7.00,7.00,0,0.30,15.00,35.00,61.90,21.83,38.20,0.00,22.11,0,5.11,7.39,-28.61,64.67,30.06,26.39,13.63,-3.56,-16.50,5,61.61,21.67,1,100.00,72.44,0,1,24.06,40.39,-7.22,0
 06:28:00  19/12/2023,9.72,9.78,10.61,1.78,8.39,-20.11,35,33,-19.72,-20.61,9.28,0.78,580,2.90,450,527,1,3.00,0,3276.70,95.00,0,7.00,7.00,0,0.30,15.00,35.00,61.90,21.83,38.20,0.00,22.11,0,5.11,7.39,-28.61,64.67,30.06,26.39,13.63,-3.56,-16.50,5,61.61,21.67,1,100.00,72.44,0,1,24.06,41.56,-7.22,0
 06:29:00  19/12/2023,9.72,9.78,10.61,1.78,8.39,-20.11,35,33,-19.72,-20.61,9.28,0.78,580,2.90,450,527,1,3.00,0,3276.70,95.00,0,7.00,7.00,0,0.30,15.00,35.00,61.90,21.83,38.20,0.00,22.11,0,5.11,7.39,-28.61,64.67,30.06,26.39,13.63,-3.56,-16.50,5,61.61,21.67,1,100.00,72.44,0,1,24.06,41.56,-7.22,0
 06:30:00  19/12/2023,9.72,9.78,10.61,1.78,8.39,-20.22,38,35,-20.11,-20.61,9.28,0.78,580,2.90,450,527,1,3.00,0,3276.70,95.00,0,7.00,7.00,0,0.30,15.00,35.00,61.90,21.83,38.20,0.00,22.11,0,5.11,7.39,-28.61,64.67,30.06,26.39,13.63,-3.56,-16.50,5,61.61,21.67,1,100.00,72.44,0,1,24.06,42.56,-7.22,0
 06:31:00  19/12/2023,9.72,9.78,10.61,1.78,8.39,-20.22,38,35,-20.11,-20.61,9.28,0.78,580,2.90,450,527,1,3.00,0,3276.70,95.00,0,7.00,7.00,0,0.30,15.00,35.00,61.90,21.83,38.20,0.00,22.11,0,5.11,7.39,-28.61,64.67,30.06,26.39,13.63,-3.56,-16.50,5,61.61,21.67,1,100.00,72.44,0,1,24.06,42.56,-7.22,0
 06:32:00  19/12/2023,9.72,9.89,10.61,0.78,8.28,-20.39,39,35,-20.28,-20.22,9.28,1.61,598,2.90,443,530,1,3.00,0,3276.70,95.00,0,7.00,7.00,0,4.40,15.00,35.00,63.69,23.06,38.69,5.70,23.00,0,5.56,9.72,-24.50,63.24,27.95,25.56,15.79,-6.44,-16.78,11,62.77,23.00,0,30.00,70.22,0,1,24.39,43.39,-5.67,0
 06:33:00  19/12/2023,9.72,9.89,10.61,0.78,8.28,-20.39,39,35,-20.28,-20.22,9.28,1.61,598,2.90,443,530,1,3.00,0,3276.70,95.00,0,7.00,7.00,0,4.40,15.00,35.00,63.69,23.06,38.69,5.70,23.00,0,5.56,9.72,-24.50,63.24,27.95,25.56,15.79,-6.44,-16.78,11,62.77,23.00,0,30.00,70.22,0,1,24.39,43.39,-5.67,0
 06:34:00  19/12/2023,9.72,9.89,10.61,0.78,8.28,-20.28,37,35,-20.11,-20.22,9.28,1.61,598,2.90,443,530,1,3.00,0,3276.70,95.00,0,7.00,7.00,0,4.40,15.00,35.00,63.69,23.06,38.69,5.70,23.00,0,5.56,9.72,-24.50,63.24,27.95,25.56,15.79,-6.44,-16.78,11,62.77,23.00,0,30.00,70.22,0,0,24.39,43.83,-5.67,0
 06:35:00  19/12/2023,9.72,9.89,10.61,0.78,8.28,-20.28,37,35,-20.11,-20.22,9.28,1.61,598,2.90,443,530,1,3.00,0,3276.70,95.00,0,7.00,7.00,0,4.40,15.00,35.00,63.69,23.06,38.69,5.70,23.00,0,5.56,9.72,-24.50,63.24,27.95,25.56,15.79,-6.44,-16.78,11,62.77,23.00,0,30.00,70.22,0,0,24.39,43.83,-5.67,0
 06:36:00  19/12/2023,9.72,9.89,10.61,0.78,8.28,-20.39,37,34,-20.22,-20.22,9.28,1.61,598,2.90,443,530,1,3.00,0,3276.70,95.00,0,7.00,7.00,0,4.40,15.00,35.00,63.69,23.06,38.69,5.70,23.00,0,5.56,9.72,-24.50,63.24,27.95,25.56,15.79,-6.44,-16.78,11,62.77,23.00,0,30.00,70.22,0,0,24.39,43.89,-5.67,0
 06:37:00  19/12/2023,9.72,9.89,10.61,0.78,8.28,-20.39,37,34,-20.22,-20.22,9.28,1.61,598,2.90,443,530,1,3.00,0,3276.70,95.00,0,7.00,7.00,0,4.40,15.00,35.00,63.69,23.06,38.69,5.70,23.00,0,5.56,9.72,-24.50,63.24,27.95,25.56,15.79,-6.44,-16.78,11,62.77,23.00,0,30.00,70.22,0,0,24.39,43.89,-5.67,0
 06:38:00  19/12/2023,9.72,9.89,10.61,0.78,8.28,-20.28,37,34,-19.78,-20.22,9.28,1.61,598,2.90,443,530,1,3.00,0,3276.70,95.00,0,7.00,7.00,0,4.40,15.00,35.00,63.69,23.06,38.69,5.70,23.00,0,5.56,9.72,-24.50,63.24,27.95,25.56,15.79,-6.44,-16.78,11,62.77,23.00,0,30.00,70.22,0,0,24.39,43.89,-5.67,0
 06:39:00  19/12/2023,9.72,9.89,10.61,0.78,8.28,-20.28,37,34,-19.78,-20.22,9.28,1.61,598,2.90,443,530,1,3.00,0,3276.70,95.00,0,7.00,7.00,0,4.40,15.00,35.00,63.69,23.06,38.69,5.70,23.00,0,5.56,9.72,-24.50,63.24,27.95,25.56,15.79,-6.44,-16.78,11,62.77,23.00,0,30.00,70.22,0,0,24.39,43.89,-5.67,0
 06:40:00  19/12/2023,9.72,9.89,10.61,0.78,8.28,-20.28,37,34,-20.22,-20.22,9.28,1.61,598,2.90,443,530,1,3.00,0,3276.70,95.00,0,7.00,7.00,0,4.40,15.00,35.00,63.69,23.06,38.69,5.70,23.00,0,5.56,9.72,-24.50,63.24,27.95,25.56,15.79,-6.44,-16.78,11,62.77,23.00,0,30.00,70.22,0,0,24.39,43.83,-5.67,0
 06:41:00  19/12/2023,9.72,9.89,10.61,0.78,8.28,-20.28,37,34,-20.22,-20.22,9.28,1.61,598,2.90,443,530,1,3.00,0,3276.70,95.00,0,7.00,7.00,0,4.40,15.00,35.00,63.69,23.06,38.69,5.70,23.00,0,5.56,9.72,-24.50,63.24,27.95,25.56,15.79,-6.44,-16.78,11,62.77,23.00,0,30.00,70.22,0,0,24.39,43.83,-5.67,0
 06:42:00  19/12/2023,9.78,10.00,10.72,1.61,8.28,-20.39,37,33,-20.28,-20.00,9.28,1.89,581,2.90,449,527,1,3.00,0,3276.70,95.00,0,7.00,7.00,0,3.30,15.00,35.00,63.36,23.17,38.83,5.10,23.11,0,5.61,7.22,-27.17,65.29,28.44,26.72,14.35,-3.06,-15.11,11,61.22,23.33,0,0.00,67.78,0,0,24.00,43.78,-4.11,0
 06:43:00  19/12/2023,9.78,10.00,10.72,1.61,8.28,-20.39,37,33,-20.28,-20.00,9.28,1.89,581,2.90,449,527,1,3.00,0,3276.70,95.00,0,7.00,7.00,0,3.30,15.00,35.00,63.36,23.17,38.83,5.10,23.11,0,5.61,7.22,-27.17,65.29,28.44,26.72,14.35,-3.06,-15.11,11,61.22,23.33,0,0.00,67.78,0,0,24.00,43.78,-4.11,0
 06:44:00  19/12/2023,9.78,10.00,10.72,1.61,8.28,-20.22,36,33,-20.00,-20.00,9.28,1.89,581,2.90,449,527,1,3.00,0,3276.70,95.00,0,7.00,7.00,0,3.30,15.00,35.00,63.36,23.17,38.83,5.10,23.11,0,5.61,7.22,-27.17,65.29,28.44,26.72,14.35,-3.06,-15.11,11,61.22,23.33,0,0.00,67.78,0,0,24.00,43.67,-4.11,0
 06:45:00  19/12/2023,9.78,10.00,10.72,1.61,8.28,-20.22,36,33,-20.00,-20.00,9.28,1.89,581,2.90,449,527,1,3.00,0,3276.70,95.00,0,7.00,7.00,0,3.30,15.00,35.00,63.36,23.17,38.83,5.10,23.11,0,5.61,7.22,-27.17,65.29,28.44,26.72,14.35,-3.06,-15.11,11,61.22,23.33,0,0.00,67.78,0,0,24.00,43.67,-4.11,0
 06:46:00  19/12/2023,9.78,10.00,10.72,1.61,8.28,-20.28,36,33,-20.22,-20.00,9.28,1.89,581,2.90,449,527,1,3.00,0,3276.70,95.00,0,7.00,7.00,0,3.30,15.00,35.00,63.36,23.17,38.83,5.10,23.11,0,5.61,7.22,-27.17,65.29,28.44,26.72,14.35,-3.06,-15.11,11,61.22,23.33,0,0.00,67.78,0,0,24.00,43.72,-4.11,0
 06:47:00  19/12/2023,9.78,10.00,10.72,1.61,8.28,-20.28,36,33,-20.22,-20.00,9.28,1.89,581,2.90,449,527,1,3.00,0,3276.70,95.00,0,7.00,7.00,0,3.30,15.00,35.00,63.36,23.17,38.83,5.10,23.11,0,5.61,7.22,-27.17,65.29,28.44,26.72,14.35,-3.06,-15.11,11,61.22,23.33,0,0.00,67.78,0,0,24.00,43.72,-4.11,0
 06:48:00  19/12/2023,9.78,10.00,10.72,1.61,8.28,-20.39,37,34,-19.89,-20.00,9.28,1.89,581,2.90,449,527,1,3.00,0,3276.70,95.00,0,7.00,7.00,0,3.30,15.00,35.00,63.36,23.17,38.83,5.10,23.11,0,5.61,7.22,-27.17,65.29,28.44,26.72,14.35,-3.06,-15.11,11,61.22,23.33,0,0.00,67.78,0,0,24.00,43.61,-4.11,0
 06:49:00  19/12/2023,9.78,10.00,10.72,1.61,8.28,-20.39,37,34,-19.89,-20.00,9.28,1.89,581,2.90,449,527,1,3.00,0,3276.70,95.00,0,7.00,7.00,0,3.30,15.00,35.00,63.36,23.17,38.83,5.10,23.11,0,5.61,7.22,-27.17,65.29,28.44,26.72,14.35,-3.06,-15.11,11,61.22,23.33,0,0.00,67.78,0,0,24.00,43.61,-4.11,0
 06:50:00  19/12/2023,9.78,10.00,10.72,1.61,8.28,-20.28,37,34,-20.22,-20.00,9.28,1.89,581,2.90,449,527,1,3.00,0,3276.70,95.00,0,7.00,7.00,0,3.30,15.00,35.00,63.36,23.17,38.83,5.10,23.11,0,5.61,7.22,-27.17,65.29,28.44,26.72,14.35,-3.06,-15.11,11,61.22,23.33,0,0.00,67.78,0,0,24.00,43.61,-4.11,0
 06:51:00  19/12/2023,9.78,10.00,10.72,1.61,8.28,-20.28,37,34,-20.22,-20.00,9.28,1.89,581,2.90,449,527,1,3.00,0,3276.70,95.00,0,7.00,7.00,0,3.30,15.00,35.00,63.36,23.17,38.83,5.10,23.11,0,5.61,7.22,-27.17,65.29,28.44,26.72,14.35,-3.06,-15.11,11,61.22,23.33,0,0.00,67.78,0,0,24.00,43.61,-4.11,0
 06:52:00  19/12/2023,9.89,10.11,10.72,1.78,8.28,-20.39,37,34,-20.28,-20.00,9.39,0.89,590,2.90,450,553,1,3.00,0,3276.70,95.00,0,7.00,7.70,0,7.50,15.00,35.00,65.33,23.06,38.27,5.00,23.17,0,5.39,3.44,-27.33,61.09,28.98,24.00,14.28,-5.33,-14.39,11,62.32,22.78,0,0.00,68.67,0,0,24.17,43.56,-4.00,0
 06:53:00  19/12/2023,9.89,10.11,10.72,1.78,8.28,-20.39,37,34,-20.28,-20.00,9.39,0.89,590,2.90,450,553,1,3.00,0,3276.70,95.00,0,7.00,7.70,0,7.50,15.00,35.00,65.33,23.06,38.27,5.00,23.17,0,5.39,3.44,-27.33,61.09,28.98,24.00,14.28,-5.33,-14.39,11,62.32,22.78,0,0.00,68.67,0,0,24.17,43.56,-4.00,0
 06:54:00  19/12/2023,9.89,10.11,10.72,1.78,8.28,-20.28,38,34,-20.00,-20.00,9.39,0.89,590,2.90,450,553,1,3.00,0,3276.70,95.00,0,7.00,7.70,0,7.50,15.00,35.00,65.33,23.06,38.27,5.00,23.17,0,5.39,3.44,-27.33,61.09,28.98,24.00,14.28,-5.33,-14.39,11,62.32,22.78,0,0.00,68.67,0,0,24.17,43.56,-4.00,0
 06:55:00  19/12/2023,9.89,10.11,10.72,1.78,8.28,-20.28,38,34,-20.00,-20.00,9.39,0.89,590,2.90,450,553,1,3.00,0,3276.70,95.00,0,7.00,7.70,0,7.50,15.00,35.00,65.33,23.06,38.27,5.00,23.17,0,5.39,3.44,-27.33,61.09,28.98,24.00,14.28,-5.33,-14.39,11,62.32,22.78,0,0.00,68.67,0,0,24.17,43.56,-4.00,0
 06:56:00  19/12/2023,9.89,10.11,10.72,1.78,8.28,-20.39,38,34,-20.22,-20.00,9.39,0.89,590,2.90,450,553,1,3.00,0,3276.70,95.00,0,7.00,7.70,0,7.50,15.00,35.00,65.33,23.06,38.27,5.00,23.17,0,5.39,3.44,-27.33,61.09,28.98,24.00,14.28,-5.33,-14.39,11,62.32,22.78,0,0.00,68.67,0,0,24.17,43.44,-4.00,0
 06:57:00  19/12/2023,9.89,10.11,10.72,1.78,8.28,-20.39,38,34,-20.22,-20.00,9.39,0.89,590,2.90,450,553,1,3.00,0,3276.70,95.00,0,7.00,7.70,0,7.50,15.00,35.00,65.33,23.06,38.27,5.00,23.17,0,5.39,3.44,-27.33,61.09,28.98,24.00,14.28,-5.33,-14.39,11,62.32,22.78,0,0.00,68.67,0,0,24.17,43.44,-4.00,0
 06:58:00  19/12/2023,9.89,10.11,10.72,1.78,8.28,-20.50,39,34,-20.28,-20.00,9.39,0.89,590,2.90,450,553,1,3.00,0,3276.70,95.00,0,7.00,7.70,0,7.50,15.00,35.00,65.33,23.06,38.27,5.00,23.17,0,5.39,3.44,-27.33,61.09,28.98,24.00,14.28,-5.33,-14.39,11,62.32,22.78,0,0.00,68.67,0,0,24.17,43.44,-4.00,0
 06:59:00  19/12/2023,9.89,10.11,10.72,1.78,8.28,-20.50,39,34,-20.28,-20.00,9.39,0.89,590,2.90,450,553,1,3.00,0,3276.70,95.00,0,7.00,7.70,0,7.50,15.00,35.00,65.33,23.06,38.27,5.00,23.17,0,5.39,3.44,-27.33,61.09,28.98,24.00,14.28,-5.33,-14.39,11,62.32,22.78,0,0.00,68.67,0,0,24.17,43.44,-4.00,0
 07:00:00  19/12/2023,9.89,10.11,10.72,1.78,8.28,-20.28,38,34,-20.22,-20.00,9.39,0.89,590,2.90,450,553,1,3.00,0,3276.70,95.00,0,7.00,7.70,0,7.50,15.00,35.00,65.33,23.06,38.27,5.00,23.17,0,5.39,3.44,-27.33,61.09,28.98,24.00,14.28,-5.33,-14.39,11,62.32,22.78,0,0.00,68.67,0,0,24.17,43.39,-4.00,0
 07:01:00  19/12/2023,9.89,10.11,10.72,1.78,8.28,-20.28,38,34,-20.22,-20.00,9.39,0.89,590,2.90,450,553,1,3.00,0,3276.70,95.00,0,7.00,7.70,0,7.50,15.00,35.00,65.33,23.06,38.27,5.00,23.17,0,5.39,3.44,-27.33,61.09,28.98,24.00,14.28,-5.33,-14.39,11,62.32,22.78,0,0.00,68.67,0,0,24.17,43.39,-4.00,0
